"","X.3","X.2","X.1","X","st_id","female","ethniccode","ethniccode_cat","firstgen","international","transfer","lowincomeflag","numgrade","cum_prior_gpa","gpao","crs_name","crs_section","n_section","black_afram","hispanic_latinx","indigenous_am_indian","asian","pacific_islander","crs_year","crs_semq","white","major","stem_major","lettergrade"
"2781",2781,2781,2781,6828,"54d4",1,3,2,0,0,0,0,2.3,2.71,2.66,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Physics",1,"C+"
"2782",2782,2782,2782,6830,"9983",0,3,2,1,0,1,1,4,3.97,3.89,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"English",0,"A"
"2783",2783,2783,2783,6831,"aa14",1,2,1,1,0,0,0,2.7,2.81,2.91,"BIO300",201610,637,0,0,1,0,0,2016,"5",0,"English",0,"B-"
"2784",2784,2784,2784,6832,"3fe8",1,3,2,0,1,0,0,3.7,2.8,2.88,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Psychology",0,"A-"
"2785",2785,2785,2785,6833,"392a",1,1,1,1,0,0,0,2.7,2.87,2.86,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Communication",0,"B-"
"2786",2786,2786,2786,6836,"8200",0,3,2,0,0,1,0,3,NA,3.2,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Biological Sciences",1,"B"
"2787",2787,2787,2787,6837,"ddd2",1,1,1,0,0,0,0,2.3,2.71,2.57,"BIO300",201803,727,0,1,0,0,0,2018,"2",0,"Business Management",0,"C+"
"2788",2788,2788,2788,6838,"494d",1,3,2,1,0,0,1,1.7,2.72,2.78,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Finance",0,"C-"
"2789",2789,2789,2789,6843,"bebb",1,6,0,0,0,1,0,3.7,3.2,3.21,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Political Science",0,"A-"
"2790",2790,2790,2790,6845,"bc96",1,3,2,1,0,0,1,3.7,3.13,3.12,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Chemistry",1,"A-"
"2791",2791,2791,2791,6847,"fbda",1,1,1,1,0,0,0,1,2.7,2.61,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Psychology",0,"D"
"2792",2792,2792,2792,6849,"13fd",1,6,0,1,0,0,1,2,2.96,3.03,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Economics",1,"C"
"2793",2793,2793,2793,6856,"4f88",0,1,1,0,0,0,1,3,3.7,3.6,"BIO300",201803,727,0,1,0,0,0,2018,"2",0,"Physics",1,"B"
"2794",2794,2794,2794,6857,"8586",1,2,1,1,0,0,1,2,2.75,2.75,"BIO300",201903,623,0,0,1,0,0,2019,"2",0,"English",0,"C"
"2795",2795,2795,2795,6859,"c8f8",1,3,2,0,1,0,0,3,3.44,3.49,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Finance",0,"B"
"2796",2796,2796,2796,6861,"1d9a",1,3,2,1,0,1,0,2.3,NA,3.18,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Economics",1,"C+"
"2797",2797,2797,2797,6863,"24a6",0,6,0,0,0,0,1,4,3.81,3.78,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Economics",1,"A"
"2798",2798,2798,2798,6864,"4c4e",0,6,0,0,0,1,0,1,2.61,2.45,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Chemistry",1,"D"
"2799",2799,2799,2799,6868,"9cc9",0,3,2,0,0,0,0,3,2.87,2.86,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Psychology",0,"B"
"2800",2800,2800,2800,6869,"b9e0",1,1,1,1,1,0,1,0.7,2.48,2.68,"BIO300",201910,683,0,1,0,0,0,2019,"5",0,"Communication",0,"D-"
"2801",2801,2801,2801,6870,"069d",0,1,1,0,0,1,0,2.7,1.93,2.35,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Economics",1,"B-"
"2802",2802,2802,2802,6871,"91ea",1,NA,0,0,0,0,0,3.7,2.95,3.01,"BIO300",201610,637,NA,NA,NA,NA,NA,2016,"5",NA,"English",0,"A-"
"2803",2803,2803,2803,6872,"fcf3",0,1,1,1,0,0,1,4,3.89,3.9,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Biological Sciences",1,"A"
"2804",2804,2804,2804,6873,"ec7e",1,3,2,0,0,1,0,1.3,NA,3.35,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Communication",0,"D+"
"2805",2805,2805,2805,6875,"9344",1,3,2,0,0,0,0,3,2.62,2.63,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Mathematics",1,"B"
"2806",2806,2806,2806,6880,"4e77",0,1,1,1,0,1,0,1.7,NA,2.52,"BIO300",201910,683,0,1,0,0,0,2019,"5",0,"Biological Sciences",1,"C-"
"2807",2807,2807,2807,6883,"68f6",1,6,0,0,0,0,0,4,3.93,3.89,"BIO300",201903,623,0,0,0,0,0,2019,"2",1,"Psychology",0,"A"
"2808",2808,2808,2808,6885,"be43",0,3,2,1,0,1,0,2,3.04,2.99,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Economics",1,"C"
"2809",2809,2809,2809,6886,"4150",0,1,1,0,0,1,0,2.3,2.65,2.66,"BIO300",201801,710,0,1,0,0,0,2018,"1",0,"Mathematics",1,"C+"
"2810",2810,2810,2810,6891,"3377",0,3,2,0,0,0,0,3.7,3.52,3.57,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Computer Science",1,"A-"
"2811",2811,2811,2811,6894,"01a2",0,3,2,0,0,0,0,3.7,3.76,3.72,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Business Management",0,"A-"
"2812",2812,2812,2812,6897,"4085",1,6,0,0,0,0,0,2.3,3.53,3.55,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Mathematics",1,"C+"
"2813",2813,2813,2813,6900,"11a9",1,3,2,0,0,0,0,1.7,2.86,2.9,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Psychology",0,"C-"
"2814",2814,2814,2814,6901,"4ebe",1,6,0,0,0,0,0,3.3,3.43,3.47,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Psychology",0,"B+"
"2815",2815,2815,2815,6904,"67df",1,6,0,0,0,0,0,3,2.96,3.03,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Business Management",0,"B"
"2816",2816,2816,2816,6905,"901b",1,4,1,1,0,0,1,2.7,2.6,2.56,"BIO300",201701,629,1,0,0,0,0,2017,"1",0,"English",0,"B-"
"2817",2817,2817,2817,6906,"72ea",0,6,0,0,0,0,0,4,3.6,3.6,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Economics",1,"A"
"2818",2818,2818,2818,6909,"83de",0,4,1,0,0,1,1,2.7,2.74,2.84,"BIO300",201701,629,1,0,0,0,0,2017,"1",0,"Biological Sciences",1,"B-"
"2819",2819,2819,2819,6911,"e739",1,6,0,0,0,1,1,2.7,3.04,3.17,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Business Management",0,"B-"
"2820",2820,2820,2820,6912,"3bbb",1,6,0,0,0,0,0,2,2.75,2.71,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Biological Sciences",1,"C"
"2821",2821,2821,2821,6913,"51bc",1,3,2,0,0,1,0,4,4,4,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Mathematics",1,"A"
"2822",2822,2822,2822,6915,"b4db",0,3,2,0,0,1,0,1,2.1,2.19,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Business Management",0,"D"
"2823",2823,2823,2823,6917,"afd4",1,3,2,1,0,0,0,4,3.37,3.39,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"English",0,"A"
"2824",2824,2824,2824,6918,"799d",1,3,2,1,0,0,1,2.3,3.25,3.25,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Chemistry",1,"C+"
"2825",2825,2825,2825,6922,"ebaa",1,3,2,0,0,0,0,3.7,3.62,3.55,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Finance",0,"A-"
"2826",2826,2826,2826,6934,"ce76",1,3,2,1,0,0,0,2.7,3.06,3,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Economics",1,"B-"
"2827",2827,2827,2827,6935,"4488",1,3,2,1,1,0,0,3,2.74,2.74,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Communication",0,"B"
"2828",2828,2828,2828,6939,"f9bf",1,6,0,0,0,0,0,4,3.7,3.72,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Biological Sciences",1,"A"
"2829",2829,2829,2829,6940,"3eb6",1,1,1,1,0,1,0,1.7,2.3,2.39,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Economics",1,"C-"
"2830",2830,2830,2830,6941,"6595",1,3,2,1,0,1,1,2,3.24,3.26,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Political Science",0,"C"
"2831",2831,2831,2831,6947,"a131",0,3,2,1,0,0,0,0.7,2.5,2.33,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Physics",1,"D-"
"2832",2832,2832,2832,6949,"630d",1,1,1,1,0,1,0,2,2.89,3.02,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Chemistry",1,"C"
"2833",2833,2833,2833,6951,"e1da",1,6,0,0,0,1,0,3.7,3.02,3.01,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"English",0,"A-"
"2834",2834,2834,2834,6952,"491d",1,6,0,0,0,0,0,4,3.63,3.64,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Business Management",0,"A"
"2835",2835,2835,2835,6953,"ca59",0,6,0,1,0,1,1,3.3,3.16,3.25,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Psychology",0,"B+"
"2836",2836,2836,2836,6954,"8814",1,6,0,0,0,0,0,3.3,3.51,3.59,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Political Science",0,"B+"
"2837",2837,2837,2837,6957,"9ae9",0,3,2,0,0,0,0,2,3.08,3.05,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Economics",1,"C"
"2838",2838,2838,2838,6960,"786f",1,3,2,1,0,0,1,4,3.5,3.51,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Physics",1,"A"
"2839",2839,2839,2839,6961,"e254",1,6,0,0,0,1,0,4,NA,4,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"English",0,"A"
"2840",2840,2840,2840,6962,"f5df",0,3,2,0,0,1,0,3.3,NA,2.57,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Chemistry",1,"B+"
"2841",2841,2841,2841,6966,"b992",0,1,1,0,0,0,0,4,3.46,3.41,"BIO300",201801,710,0,1,0,0,0,2018,"1",0,"Business Management",0,"A"
"2842",2842,2842,2842,6967,"7bec",1,3,2,0,1,0,0,3,3.7,3.69,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Business Management",0,"B"
"2843",2843,2843,2843,6968,"92b6",0,6,0,0,0,0,0,3,3.17,3.13,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Political Science",0,"B"
"2844",2844,2844,2844,6970,"90cc",1,3,2,0,0,0,0,4,3.7,3.71,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Psychology",0,"A"
"2845",2845,2845,2845,6971,"5b80",0,6,0,0,0,0,0,3.3,3.67,3.67,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Chemistry",1,"B+"
"2846",2846,2846,2846,6973,"5cfb",1,3,2,0,0,0,0,1.7,2.92,2.91,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Computer Science",1,"C-"
"2847",2847,2847,2847,6974,"d365",0,3,2,0,0,0,1,3.7,3.17,3.16,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Biological Sciences",1,"A-"
"2848",2848,2848,2848,6975,"0fa1",1,6,0,0,0,0,0,4,3.89,3.91,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Political Science",0,"A"
"2849",2849,2849,2849,6976,"c2ae",1,1,1,0,0,1,0,3,3.4,3.48,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Biological Sciences",1,"B"
"2850",2850,2850,2850,6977,"fd76",1,6,0,0,0,0,0,4,3.49,3.51,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Physics",1,"A"
"2851",2851,2851,2851,6978,"e31e",0,3,2,1,0,1,1,2,1.95,2.1,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"English",0,"C"
"2852",2852,2852,2852,6979,"9a49",0,1,1,1,1,0,1,4,3.82,3.8,"BIO300",201901,799,0,1,0,0,0,2019,"1",0,"Mathematics",1,"A"
"2853",2853,2853,2853,6981,"7907",1,3,2,0,0,0,0,3.7,3.7,3.71,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Mathematics",1,"A-"
"2854",2854,2854,2854,6983,"a6a9",1,3,2,0,0,0,0,1.7,3.18,3.18,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Computer Science",1,"C-"
"2855",2855,2855,2855,6986,"cd7a",0,3,2,0,0,0,0,4,3.37,3.38,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"English",0,"A"
"2856",2856,2856,2856,6987,"385e",0,3,2,1,0,1,0,1.7,2.2,2.17,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"English",0,"C-"
"2857",2857,2857,2857,6989,"c3b1",0,1,1,1,0,0,1,1.7,2.71,2.64,"BIO300",201910,683,0,1,0,0,0,2019,"5",0,"Mathematics",1,"C-"
"2858",2858,2858,2858,6991,"99cd",1,3,2,1,0,0,0,2.3,2.84,2.77,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Biological Sciences",1,"C+"
"2859",2859,2859,2859,6993,"0d93",0,3,2,1,0,0,0,4,3.51,3.51,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Political Science",0,"A"
"2860",2860,2860,2860,6994,"09fd",1,1,1,1,0,0,1,2,2.66,2.85,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Physics",1,"C"
"2861",2861,2861,2861,6996,"9131",0,1,1,0,0,0,0,4,3.43,3.49,"BIO300",201810,680,0,1,0,0,0,2018,"5",0,"Business Management",0,"A"
"2862",2862,2862,2862,6998,"309e",1,3,2,0,0,1,0,3,3.34,3.3,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Business Management",0,"B"
"2863",2863,2863,2863,7001,"21d4",1,1,1,1,0,0,1,1.7,2.62,2.65,"BIO300",201801,710,0,1,0,0,0,2018,"1",0,"English",0,"C-"
"2864",2864,2864,2864,7007,"d030",0,3,2,0,0,0,1,3,3.7,3.71,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Computer Science",1,"B"
"2865",2865,2865,2865,7013,"3e3f",1,4,1,1,0,0,1,2.3,2.44,2.44,"BIO300",201810,680,1,0,0,0,0,2018,"5",0,"Psychology",0,"C+"
"2866",2866,2866,2866,7014,"2803",0,3,2,0,1,0,0,2.7,3.04,3.03,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"English",0,"B-"
"2867",2867,2867,2867,7018,"b112",1,3,2,0,0,0,0,3.7,3.32,3.37,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Political Science",0,"A-"
"2868",2868,2868,2868,7020,"6cb3",1,6,0,0,0,0,0,2,2.9,2.67,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Physics",1,"C"
"2869",2869,2869,2869,7022,"ed01",1,3,2,0,0,0,0,3,2.63,2.65,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Physics",1,"B"
"2870",2870,2870,2870,7024,"c844",0,3,2,0,0,0,0,3,2.96,2.91,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Physics",1,"B"
"2871",2871,2871,2871,7025,"b9ef",1,6,0,0,0,0,0,2,3.03,2.99,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Computer Science",1,"C"
"2872",2872,2872,2872,7026,"e7f2",0,3,2,1,0,1,0,0,3.12,2.33,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Finance",0,"F"
"2873",2873,2873,2873,7027,"4ecf",1,6,0,0,0,0,0,3.7,3.53,3.57,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"English",0,"A-"
"2874",2874,2874,2874,7028,"2383",0,6,0,0,0,1,0,2.3,3.3,3.13,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Psychology",0,"C+"
"2875",2875,2875,2875,7029,"756c",1,3,2,1,0,1,0,2,NA,3.98,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"English",0,"C"
"2876",2876,2876,2876,7031,"700b",1,6,0,0,0,1,0,3.3,NA,3.84,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Physics",1,"B+"
"2877",2877,2877,2877,7038,"5895",1,3,2,0,0,1,0,1.7,3.11,3.12,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Economics",1,"C-"
"2878",2878,2878,2878,7041,"ec10",0,3,2,0,0,1,1,3.7,3.37,3.44,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Biological Sciences",1,"A-"
"2879",2879,2879,2879,7045,"8df4",0,1,1,0,0,0,0,2,2.78,2.63,"BIO300",201810,680,0,1,0,0,0,2018,"5",0,"Business Management",0,"C"
"2880",2880,2880,2880,7054,"b029",1,3,2,0,0,1,0,2,2.76,2.65,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Physics",1,"C"
"2881",2881,2881,2881,7057,"98b2",0,6,0,0,0,0,0,3.7,3.34,3.34,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"English",0,"A-"
"2882",2882,2882,2882,7060,"abef",1,3,2,0,0,0,0,3.7,3.28,3.4,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Physics",1,"A-"
"2883",2883,2883,2883,7062,"e459",0,3,2,0,0,1,0,1,2.94,2.7,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Psychology",0,"D"
"2884",2884,2884,2884,7063,"c949",1,1,1,1,0,0,0,4,3.25,3.31,"BIO300",201801,710,0,1,0,0,0,2018,"1",0,"Computer Science",1,"A"
"2885",2885,2885,2885,7064,"5cbc",1,1,1,0,0,0,0,3.3,3.51,3.52,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Computer Science",1,"B+"
"2886",2886,2886,2886,7071,"bfe7",1,3,2,0,0,0,0,4,3.64,3.71,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Chemistry",1,"A"
"2887",2887,2887,2887,7073,"145b",1,3,2,1,0,1,0,2.3,3.49,3.45,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Chemistry",1,"C+"
"2888",2888,2888,2888,7074,"2eaa",0,3,2,1,0,1,0,3,3.27,2.76,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Business Management",0,"B"
"2889",2889,2889,2889,7075,"36fd",1,3,2,1,0,1,1,4,3.01,2.87,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"English",0,"A"
"2890",2890,2890,2890,7076,"6b99",1,3,2,1,0,1,0,1.3,2.89,2.83,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Economics",1,"D+"
"2891",2891,2891,2891,7077,"24a3",1,3,2,1,0,1,0,2.7,2.86,3.15,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Chemistry",1,"B-"
"2892",2892,2892,2892,7078,"bd41",0,6,0,1,0,0,1,2.7,2.86,2.81,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Communication",0,"B-"
"2893",2893,2893,2893,7079,"bee6",1,6,0,0,0,1,0,4,3.15,3.12,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Finance",0,"A"
"2894",2894,2894,2894,7081,"bd21",1,1,1,1,0,0,1,2.7,3.25,3.24,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Psychology",0,"B-"
"2895",2895,2895,2895,7082,"285a",0,1,1,1,0,1,0,4,3.82,3.8,"BIO300",201803,727,0,1,0,0,0,2018,"2",0,"Psychology",0,"A"
"2896",2896,2896,2896,7083,"ad26",1,6,0,0,0,1,0,2,NA,2.3,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Chemistry",1,"C"
"2897",2897,2897,2897,7084,"0428",1,3,2,0,0,1,0,4,3.88,3.89,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Computer Science",1,"A"
"2898",2898,2898,2898,7087,"50c2",0,1,1,0,0,0,1,1.7,2.3,2.4,"BIO300",201801,710,0,1,0,0,0,2018,"1",0,"Biological Sciences",1,"C-"
"2899",2899,2899,2899,7089,"5fd1",1,6,0,0,0,0,0,3.7,3.07,3.14,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Communication",0,"A-"
"2900",2900,2900,2900,7097,"2926",1,6,0,0,0,0,0,3.3,3.11,3.14,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Finance",0,"B+"
"2901",2901,2901,2901,7098,"93e0",1,6,0,0,0,0,0,2.3,3.26,3.31,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Psychology",0,"C+"
"2902",2902,2902,2902,7099,"a474",0,3,2,0,1,0,0,2.7,3.51,3.33,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Communication",0,"B-"
"2903",2903,2903,2903,7101,"4231",1,3,2,0,0,0,0,2.3,2.98,2.98,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Communication",0,"C+"
"2904",2904,2904,2904,7102,"a7f6",0,3,2,1,0,0,1,3,3.28,3.21,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Finance",0,"B"
"2905",2905,2905,2905,7108,"176c",1,6,0,0,0,0,0,3.3,3.52,3.53,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Economics",1,"B+"
"2906",2906,2906,2906,7111,"cc99",1,3,2,1,1,1,0,2.7,2.86,2.84,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Communication",0,"B-"
"2907",2907,2907,2907,7118,"882b",1,3,2,0,0,0,1,3.3,3.46,3.48,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Economics",1,"B+"
"2908",2908,2908,2908,7120,"bb6d",1,3,2,0,0,0,0,2.7,2.57,2.61,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Psychology",0,"B-"
"2909",2909,2909,2909,7122,"3b51",0,3,2,1,0,1,1,4,3.75,3.71,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"English",0,"A"
"2910",2910,2910,2910,7123,"f884",1,3,2,0,0,0,1,3,3.34,3.3,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Political Science",0,"B"
"2911",2911,2911,2911,7132,"16bd",1,3,2,0,1,0,0,4,3.9,3.93,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Business Management",0,"A"
"2912",2912,2912,2912,7133,"654b",1,3,2,1,0,0,1,2,2.44,2.48,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Communication",0,"C"
"2913",2913,2913,2913,7134,"28b1",1,6,0,0,0,0,0,2.3,3.19,3.28,"BIO300",201903,623,0,0,0,0,0,2019,"2",1,"Finance",0,"C+"
"2914",2914,2914,2914,7135,"25cd",1,6,0,0,0,0,0,4,3.7,3.72,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Economics",1,"A"
"2915",2915,2915,2915,7138,"eeb8",1,6,0,0,0,0,0,3.7,2.96,2.98,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Computer Science",1,"A-"
"2916",2916,2916,2916,7139,"57cb",0,6,0,1,0,1,0,3.7,NA,3.64,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Chemistry",1,"A-"
"2917",2917,2917,2917,7144,"82f8",1,6,0,1,0,0,0,1.7,2.79,2.73,"BIO300",201903,623,0,0,0,0,0,2019,"2",1,"Biological Sciences",1,"C-"
"2918",2918,2918,2918,7145,"ebd5",1,3,2,1,0,0,0,2.3,3.06,2.95,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Economics",1,"C+"
"2919",2919,2919,2919,7147,"c893",1,6,0,1,0,1,0,4,NA,4,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Political Science",0,"A"
"2920",2920,2920,2920,7152,"7281",1,3,2,0,1,0,0,2,3.03,3,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Political Science",0,"C"
"2921",2921,2921,2921,7153,"75be",0,3,2,0,0,0,0,3.3,3.52,3.55,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Chemistry",1,"B+"
"2922",2922,2922,2922,7155,"eea2",1,6,0,0,0,0,0,1.7,2.69,2.67,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Communication",0,"C-"
"2923",2923,2923,2923,7158,"7c37",0,3,2,0,0,0,0,3.7,2.64,2.71,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Physics",1,"A-"
"2924",2924,2924,2924,7161,"eb9e",1,6,0,0,0,0,0,4,3.93,3.95,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"English",0,"A"
"2925",2925,2925,2925,7162,"42a3",1,6,0,0,0,0,0,4,3.75,3.76,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"English",0,"A"
"2926",2926,2926,2926,7164,"7c7c",1,6,0,0,0,1,1,3,3.72,3.74,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Psychology",0,"B"
"2927",2927,2927,2927,7166,"79a4",1,3,2,0,1,0,0,3,3.47,3.53,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Economics",1,"B"
"2928",2928,2928,2928,7167,"8a3e",1,6,0,0,0,1,0,3,NA,2.85,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Political Science",0,"B"
"2929",2929,2929,2929,7168,"12cb",1,6,0,1,0,1,0,3.3,NA,3.73,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"English",0,"B+"
"2930",2930,2930,2930,7171,"162e",1,1,1,1,0,0,0,1.7,3.04,3.09,"BIO300",201903,623,0,1,0,0,0,2019,"2",0,"Mathematics",1,"C-"
"2931",2931,2931,2931,7172,"5067",1,6,0,0,0,1,0,2,2.69,2.72,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Biological Sciences",1,"C"
"2932",2932,2932,2932,7173,"03c6",1,3,2,1,0,1,1,2,2.69,2.56,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Computer Science",1,"C"
"2933",2933,2933,2933,7174,"15fa",1,3,2,0,0,0,0,3,3,3.04,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"English",0,"B"
"2934",2934,2934,2934,7179,"789b",1,1,1,1,0,0,0,2,3.5,3.39,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"English",0,"C"
"2935",2935,2935,2935,7180,"c754",1,3,2,1,0,0,0,1,2.41,2.42,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Communication",0,"D"
"2936",2936,2936,2936,7182,"8a8a",0,3,2,0,1,1,1,3.3,NA,3.15,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Chemistry",1,"B+"
"2937",2937,2937,2937,7183,"7c0f",1,3,2,0,1,0,0,0,3,2.99,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Mathematics",1,"F"
"2938",2938,2938,2938,7186,"cac3",1,6,0,0,0,0,0,3.7,3.97,3.95,"BIO300",201903,623,0,0,0,0,0,2019,"2",1,"Psychology",0,"A-"
"2939",2939,2939,2939,7187,"1b13",1,3,2,1,0,0,1,3,2.33,2.33,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Finance",0,"B"
